Video,Frame,PERCLOS,BlinkRate,YawnRate,KSS,Timestamp
1-3,1-3_frame_0870_face0.jpg,0.0944,0.5333,0.0000,7,1900-01-01 12:08:55.871000
1-3,1-3_frame_0933_face0.jpg,0.0944,0.5000,0.0000,7,1900-01-01 12:09:17.008000
1-3,1-3_frame_0994_face0.jpg,0.0778,0.4000,0.0000,7,1900-01-01 12:09:37.540000
1-3,1-3_frame_1054_face0.jpg,0.0833,0.4000,0.0000,7,1900-01-01 12:09:57.541000
1-3,1-3_frame_1114_face0.jpg,0.0722,0.3667,0.0000,7,1900-01-01 12:10:17.741000
1-3,1-3_frame_1174_face0.jpg,0.0778,0.4000,0.0000,7,1900-01-01 12:10:38.141000
1-3,1-3_frame_1234_face0.jpg,0.0778,0.4333,0.0000,7,1900-01-01 12:10:58.408000
1-3,1-3_frame_1294_face0.jpg,0.0778,0.4333,0.0000,7,1900-01-01 12:11:18.408000
1-3,1-3_frame_1354_face0.jpg,0.0778,0.4333,0.0000,7,1900-01-01 12:11:38.406000
1-3,1-3_frame_1414_face0.jpg,0.0778,0.3667,0.0000,7,1900-01-01 12:11:58.473000
1-3,1-3_frame_1474_face0.jpg,0.0778,0.4000,0.0000,7,1900-01-01 12:12:18.609000
1-3,1-3_frame_1534_face0.jpg,0.0667,0.3333,0.0000,7,1900-01-01 12:12:38.610000
1-3,1-3_frame_1594_face0.jpg,0.0556,0.3000,0.0000,7,1900-01-01 12:12:58.608000
1-3,1-3_frame_1654_face0.jpg,0.0722,0.3667,0.0000,7,1900-01-01 12:13:18.608000
10-1,10-1_frame_0090_face0.jpg,0.0611,0.3333,0.0000,3,1900-01-01 10:40:19.428000
10-1,10-1_frame_0150_face0.jpg,0.0722,0.4000,0.0000,3,1900-01-01 10:40:29.433000
10-1,10-1_frame_0210_face0.jpg,0.0778,0.4333,0.0000,3,1900-01-01 10:40:39.732000
10-1,10-1_frame_0270_face0.jpg,0.1167,0.6000,0.0000,3,1900-01-01 10:40:49.732000
10-1,10-1_frame_0330_face0.jpg,0.0944,0.5000,0.0000,3,1900-01-01 10:40:59.733000
10-1,10-1_frame_0390_face0.jpg,0.0944,0.4667,0.0000,3,1900-01-01 10:41:09.735000
10-1,10-1_frame_0450_face0.jpg,0.0667,0.4000,0.0000,3,1900-01-01 10:41:19.767000
10-1,10-1_frame_0510_face0.jpg,0.0778,0.4667,0.0000,3,1900-01-01 10:41:29.900000
10-1,10-1_frame_0570_face0.jpg,0.0722,0.4333,0.0000,3,1900-01-01 10:41:39.966000
10-1,10-1_frame_0630_face0.jpg,0.0722,0.4000,0.0000,3,1900-01-01 10:41:50.167000
10-1,10-1_frame_0690_face0.jpg,0.0667,0.3667,0.0000,3,1900-01-01 10:42:00.166000
10-1,10-1_frame_0750_face0.jpg,0.0722,0.4000,0.0000,3,1900-01-01 10:42:10.166000
10-1,10-1_frame_0810_face0.jpg,0.0722,0.4333,0.0000,3,1900-01-01 10:42:20.300000
10-1,10-1_frame_0870_face0.jpg,0.0611,0.3333,0.0000,3,1900-01-01 10:42:30.300000
10-1,10-1_frame_0930_face0.jpg,0.0722,0.4333,0.0000,3,1900-01-01 10:42:40.336000
10-1,10-1_frame_0990_face0.jpg,0.0889,0.5000,0.0000,3,1900-01-01 10:42:50.335000
10-1,10-1_frame_1050_face0.jpg,0.1111,0.6333,0.0000,3,1900-01-01 10:43:00.334000
10-1,10-1_frame_1110_face0.jpg,0.0944,0.5333,0.0000,3,1900-01-01 10:43:10.366000
10-1,10-1_frame_1170_face0.jpg,0.0833,0.5000,0.0000,3,1900-01-01 10:43:20.368000
10-1,10-1_frame_1230_face0.jpg,0.0778,0.4667,0.0000,3,1900-01-01 10:43:30.402000
10-1,10-1_frame_1290_face0.jpg,0.0833,0.5000,0.0000,3,1900-01-01 10:43:40.400000
10-1,10-1_frame_1350_face0.jpg,0.0944,0.5333,0.0000,3,1900-01-01 10:43:50.467000
10-1,10-1_frame_1410_face0.jpg,0.1000,0.5667,0.0000,3,1900-01-01 10:44:00.534000
10-1,10-1_frame_1470_face0.jpg,0.0889,0.5000,0.0000,3,1900-01-01 10:44:10.536000
10-1,10-1_frame_1530_face0.jpg,0.0667,0.4000,0.0000,3,1900-01-01 10:44:20.902000
10-1,10-1_frame_1590_face0.jpg,0.0611,0.3667,0.0000,3,1900-01-01 10:44:30.903000
10-1,10-1_frame_1650_face0.jpg,0.0667,0.4000,0.0000,3,1900-01-01 10:44:40.900000
10-1,10-1_frame_1710_face0.jpg,0.0500,0.3000,0.0000,3,1900-01-01 10:44:51.269000
10-1,10-1_frame_1770_face0.jpg,0.0389,0.2333,0.0000,3,1900-01-01 10:45:01.303000
10-1,10-1_frame_1830_face0.jpg,0.0278,0.1667,0.0000,3,1900-01-01 10:45:11.336000
10-1,10-1_frame_1890_face0.jpg,0.0500,0.3000,0.0000,3,1900-01-01 10:45:21.336000
10-1,10-1_frame_1950_face0.jpg,0.0611,0.3667,0.0000,3,1900-01-01 10:45:31.336000
10-1,10-1_frame_2010_face0.jpg,0.0889,0.5000,0.0000,3,1900-01-01 10:45:41.336000
10-1,10-1_frame_2070_face0.jpg,0.0778,0.4333,0.0000,3,1900-01-01 10:45:51.338000
10-1,10-1_frame_2130_face0.jpg,0.0722,0.4000,0.0000,3,1900-01-01 10:46:01.337000
10-1,10-1_frame_2190_face0.jpg,0.0556,0.3333,0.0000,3,1900-01-01 10:46:11.337000
10-1,10-1_frame_2250_face0.jpg,0.0722,0.4000,0.0000,3,1900-01-01 10:46:21.343000
10-1,10-1_frame_2310_face0.jpg,0.0833,0.4333,0.0000,3,1900-01-01 10:46:31.338000
10-1,10-1_frame_2370_face0.jpg,0.1056,0.5000,0.0000,3,1900-01-01 10:46:41.370000
10-1,10-1_frame_2430_face0.jpg,0.1056,0.5333,0.0000,3,1900-01-01 10:46:52.071000
10-1,10-1_frame_2490_face0.jpg,0.0944,0.4667,0.0000,3,1900-01-01 10:47:02.071000
10-1,10-1_frame_2550_face0.jpg,0.0667,0.4000,0.0000,3,1900-01-01 10:47:12.703000
10-1,10-1_frame_2610_face0.jpg,0.0667,0.4000,0.0000,3,1900-01-01 10:47:22.737000
10-1,10-1_frame_2670_face0.jpg,0.0556,0.3333,0.0000,3,1900-01-01 10:47:32.738000
10-1,10-1_frame_2730_face0.jpg,0.0889,0.5000,0.0000,3,1900-01-01 10:47:42.738000
10-1,10-1_frame_2790_face0.jpg,0.0889,0.4667,0.0000,3,1900-01-01 10:47:52.738000
10-1,10-1_frame_2850_face0.jpg,0.1111,0.6000,0.0000,3,1900-01-01 10:48:03.038000
10-1,10-1_frame_2910_face0.jpg,0.0833,0.4667,0.0000,3,1900-01-01 10:48:13.038000
10-1,10-1_frame_2970_face0.jpg,0.0667,0.4000,0.0000,3,1900-01-01 10:48:23.307000
10-1,10-1_frame_3030_face0.jpg,0.0444,0.2667,0.0000,3,1900-01-01 10:48:33.305000
10-1,10-1_frame_3090_face0.jpg,0.0500,0.3000,0.0000,3,1900-01-01 10:48:43.305000
10-1,10-1_frame_3150_face0.jpg,0.0500,0.3000,0.0000,3,1900-01-01 10:48:53.573000
10-1,10-1_frame_3210_face0.jpg,0.0667,0.4000,0.0000,3,1900-01-01 10:49:03.573000
10-1,10-1_frame_3270_face0.jpg,0.0444,0.2667,0.0000,3,1900-01-01 10:49:13.874000
10-1,10-1_frame_3330_face0.jpg,0.0611,0.3667,0.0000,3,1900-01-01 10:49:23.873000
10-1,10-1_frame_3390_face0.jpg,0.0556,0.3333,0.0000,3,1900-01-01 10:49:33.872000
10-1,10-1_frame_3450_face0.jpg,0.0722,0.4333,0.0000,3,1900-01-01 10:49:43.874000
10-3,10-3_frame_0090_face0.jpg,0.0556,0.3333,0.0000,7,1900-01-01 11:56:09.330000
10-3,10-3_frame_0150_face0.jpg,0.0667,0.4000,0.0000,7,1900-01-01 11:56:19.328000
10-3,10-3_frame_0210_face0.jpg,0.0556,0.3333,0.0000,7,1900-01-01 11:56:29.528000
10-3,10-3_frame_0270_face0.jpg,0.0667,0.4000,0.0000,7,1900-01-01 11:56:39.529000
10-3,10-3_frame_0330_face0.jpg,0.0833,0.4667,0.0000,7,1900-01-01 11:56:49.896000
10-3,10-3_frame_0390_face0.jpg,0.0722,0.4333,0.0000,7,1900-01-01 11:56:59.895000
10-3,10-3_frame_0450_face0.jpg,0.0667,0.4000,0.0000,7,1900-01-01 11:57:09.897000
10-3,10-3_frame_0511_face0.jpg,0.0500,0.3000,0.0000,7,1900-01-01 11:57:20.096000
10-3,10-3_frame_0573_face0.jpg,0.0667,0.4000,0.0000,7,1900-01-01 11:57:30.429000
10-3,10-3_frame_0633_face0.jpg,0.0833,0.4667,0.0000,7,1900-01-01 11:57:40.461000
10-3,10-3_frame_0696_face0.jpg,0.0944,0.5333,0.0000,7,1900-01-01 11:57:50.964000
10-3,10-3_frame_0765_face0.jpg,0.0667,0.3667,0.0000,7,1900-01-01 11:58:02.496000
10-3,10-3_frame_0825_face0.jpg,0.0333,0.2000,0.0000,7,1900-01-01 11:58:12.496000
10-3,10-3_frame_0886_face0.jpg,0.0444,0.2667,0.0000,7,1900-01-01 11:58:22.665000
10-3,10-3_frame_0948_face0.jpg,0.0667,0.4000,0.0000,7,1900-01-01 11:58:32.997000
10-3,10-3_frame_1010_face0.jpg,0.0778,0.4667,0.0000,7,1900-01-01 11:58:43.330000
10-3,10-3_frame_1070_face0.jpg,0.0944,0.5000,0.0000,7,1900-01-01 11:58:53.330000
10-3,10-3_frame_1134_face0.jpg,0.1000,0.5000,0.0000,7,1900-01-01 11:59:04.230000
10-3,10-3_frame_1196_face0.jpg,0.1056,0.5000,0.0000,7,1900-01-01 11:59:14.563000
10-3,10-3_frame_1257_face0.jpg,0.0667,0.3333,0.0000,7,1900-01-01 11:59:25.064000
10-3,10-3_frame_1318_face0.jpg,0.0889,0.4333,0.0000,7,1900-01-01 11:59:35.231000
10-3,10-3_frame_1378_face0.jpg,0.0889,0.4667,0.0000,7,1900-01-01 11:59:45.265000
10-3,10-3_frame_1440_face0.jpg,0.1000,0.5000,0.0000,7,1900-01-01 11:59:55.600000
10-3,10-3_frame_1502_face0.jpg,0.0722,0.4333,0.0000,7,1900-01-01 12:00:05.964000
10-3,10-3_frame_1562_face0.jpg,0.0778,0.4333,0.0000,7,1900-01-01 12:00:16.001000
10-3,10-3_frame_1622_face0.jpg,0.0722,0.4000,0.0000,7,1900-01-01 12:00:25.998000
10-3,10-3_frame_1682_face0.jpg,0.0778,0.4333,0.0000,7,1900-01-01 12:00:36.033000
10-3,10-3_frame_1742_face0.jpg,0.0667,0.4000,0.0000,7,1900-01-01 12:00:46.035000
10-3,10-3_frame_1802_face0.jpg,0.0722,0.4333,0.0000,7,1900-01-01 12:00:56.065000
10-3,10-3_frame_1862_face0.jpg,0.0667,0.4000,0.0000,7,1900-01-01 12:01:06.068000
10-3,10-3_frame_1922_face0.jpg,0.0722,0.4333,0.0000,7,1900-01-01 12:01:16.067000
10-3,10-3_frame_1982_face0.jpg,0.0667,0.4000,0.0000,7,1900-01-01 12:01:26.067000
10-3,10-3_frame_2042_face0.jpg,0.0667,0.4000,0.0000,7,1900-01-01 12:01:36.066000
10-3,10-3_frame_2102_face0.jpg,0.0778,0.4667,0.0000,7,1900-01-01 12:01:46.067000
10-3,10-3_frame_2162_face0.jpg,0.1000,0.5667,0.0000,7,1900-01-01 12:01:56.067000
10-3,10-3_frame_2222_face0.jpg,0.1111,0.6333,0.0000,7,1900-01-01 12:02:06.067000
10-3,10-3_frame_2282_face0.jpg,0.1222,0.6333,0.0000,7,1900-01-01 12:02:16.069000
10-3,10-3_frame_2342_face0.jpg,0.1000,0.5000,0.0000,7,1900-01-01 12:02:26.733000
10-3,10-3_frame_2402_face0.jpg,0.1000,0.5333,0.0000,7,1900-01-01 12:02:36.734000
10-3,10-3_frame_2462_face0.jpg,0.0833,0.4667,0.0000,7,1900-01-01 12:02:46.735000
10-3,10-3_frame_2522_face0.jpg,0.0944,0.5333,0.0000,7,1900-01-01 12:02:56.769000
10-3,10-3_frame_2582_face0.jpg,0.1444,0.7000,0.0000,7,1900-01-01 12:03:06.768000
10-3,10-3_frame_2642_face0.jpg,0.1389,0.7000,0.0000,7,1900-01-01 12:03:16.802000
10-3,10-3_frame_2702_face0.jpg,0.1556,0.8000,0.0000,7,1900-01-01 12:03:26.802000
10-3,10-3_frame_2762_face0.jpg,0.1333,0.8000,0.0000,7,1900-01-01 12:03:36.801000
10-3,10-3_frame_2822_face0.jpg,0.1500,0.8667,0.0000,7,1900-01-01 12:03:46.835000
10-3,10-3_frame_2882_face0.jpg,0.1278,0.7000,0.0000,7,1900-01-01 12:03:56.835000
10-3,10-3_frame_2942_face0.jpg,0.1000,0.5333,0.0000,7,1900-01-01 12:04:06.835000
10-3,10-3_frame_3002_face0.jpg,0.1000,0.5667,0.0000,7,1900-01-01 12:04:16.835000
10-3,10-3_frame_3062_face0.jpg,0.1333,0.7667,0.0000,7,1900-01-01 12:04:26.902000
10-3,10-3_frame_3122_face0.jpg,0.1333,0.7667,0.0000,7,1900-01-01 12:04:37.768000
10-3,10-3_frame_3182_face0.jpg,0.1333,0.7333,0.0000,7,1900-01-01 12:04:47.770000
10-3,10-3_frame_3242_face0.jpg,0.1222,0.6667,0.0000,7,1900-01-01 12:04:57.772000
10-3,10-3_frame_3302_face0.jpg,0.1167,0.6333,0.0000,7,1900-01-01 12:05:08.237000
10-3,10-3_frame_3362_face0.jpg,0.1222,0.6667,0.0000,7,1900-01-01 12:05:18.237000
10-3,10-3_frame_3422_face0.jpg,0.1056,0.6000,0.0000,7,1900-01-01 12:05:28.270000
10-3,10-3_frame_3482_face0.jpg,0.1167,0.6667,0.0000,7,1900-01-01 12:05:38.304000
11-1,11-1_frame_0144_face0.jpg,0.1167,0.6333,0.0000,4,1900-01-01 10:09:23.050000
11-1,11-1_frame_0331_face0.jpg,0.0944,0.5000,0.0000,4,1900-01-01 10:09:54.218000
11-1,11-1_frame_0422_face0.jpg,0.0833,0.5000,0.0000,4,1900-01-01 10:10:09.385000
11-1,11-1_frame_0484_face0.jpg,0.0889,0.5000,0.0000,4,1900-01-01 10:10:19.754000
11-1,11-1_frame_0551_face0.jpg,0.1000,0.5667,0.0000,4,1900-01-01 10:10:30.919000
11-1,11-1_frame_0612_face0.jpg,0.0833,0.4667,0.0000,4,1900-01-01 10:10:41.119000
11-1,11-1_frame_0709_face0.jpg,0.0778,0.4667,0.0000,4,1900-01-01 10:10:57.319000
11-1,11-1_frame_0769_face0.jpg,0.0722,0.4333,0.0000,4,1900-01-01 10:11:07.320000
11-1,11-1_frame_0854_face0.jpg,0.0778,0.4667,0.0000,4,1900-01-01 10:11:21.488000
11-1,11-1_frame_0927_face0.jpg,0.0667,0.4000,0.0000,4,1900-01-01 10:11:33.920000
11-1,11-1_frame_1041_face0.jpg,0.0611,0.3000,0.0000,4,1900-01-01 10:11:53.488000
11-1,11-1_frame_1113_face0.jpg,0.0500,0.2667,0.0000,4,1900-01-01 10:12:05.487000
11-1,11-1_frame_1179_face0.jpg,0.0667,0.3667,0.0000,4,1900-01-01 10:12:16.520000
11-1,11-1_frame_1251_face0.jpg,0.0556,0.3333,0.0000,4,1900-01-01 10:12:28.520000
11-1,11-1_frame_1319_face0.jpg,0.0667,0.4000,0.0000,4,1900-01-01 10:12:39.854000
11-1,11-1_frame_1432_face0.jpg,0.0722,0.4333,0.0000,4,1900-01-01 10:12:59.022000
11-1,11-1_frame_1515_face0.jpg,0.0833,0.5000,0.0000,4,1900-01-01 10:13:12.889000
11-1,11-1_frame_1627_face0.jpg,0.1000,0.6000,0.0000,4,1900-01-01 10:13:31.554000
11-1,11-1_frame_1726_face0.jpg,0.1056,0.5000,0.0000,4,1900-01-01 10:13:48.056000
11-1,11-1_frame_1799_face0.jpg,0.1111,0.5667,0.0000,4,1900-01-01 10:14:00.223000
11-1,11-1_frame_1862_face0.jpg,0.1167,0.6000,0.0000,4,1900-01-01 10:14:10.723000
11-1,11-1_frame_1934_face0.jpg,0.0889,0.5333,0.0000,4,1900-01-01 10:14:22.722000
11-1,11-1_frame_2020_face0.jpg,0.0778,0.4667,0.0000,4,1900-01-01 10:14:37.056000
11-1,11-1_frame_2080_face0.jpg,0.0500,0.2667,0.0000,4,1900-01-01 10:14:47.056000
11-1,11-1_frame_2154_face0.jpg,0.0722,0.4000,0.0000,4,1900-01-01 10:14:59.757000
11-1,11-1_frame_2220_face0.jpg,0.0667,0.3667,0.0000,4,1900-01-01 10:15:10.757000
11-1,11-1_frame_2317_face0.jpg,0.0722,0.4333,0.0000,4,1900-01-01 10:15:26.955000
11-1,11-1_frame_2406_face0.jpg,0.0389,0.2333,0.0000,4,1900-01-01 10:15:41.790000
11-1,11-1_frame_2589_face0.jpg,0.0556,0.3333,0.0000,4,1900-01-01 10:16:12.757000
11-1,11-1_frame_2663_face0.jpg,0.0444,0.2667,0.0000,4,1900-01-01 10:16:25.091000
