Video,Frame,PERCLOS,BlinkRate,YawnRate,YawnCount,KSS,Timestamp
1-1,1-1_frame_0573_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:10:15.332000
1-1,1-1_frame_0579_face0.jpg,0.0778,0.4667,0.0000,0,3,1900-01-01 10:10:16.332000
1-1,1-1_frame_0585_face0.jpg,0.0889,0.5333,0.0000,0,3,1900-01-01 10:10:17.365000
1-1,1-1_frame_0591_face0.jpg,0.0778,0.4667,0.0000,0,3,1900-01-01 10:10:18.365000
1-1,1-1_frame_0597_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:10:19.367000
1-1,1-1_frame_0603_face0.jpg,0.0889,0.4667,0.0000,0,3,1900-01-01 10:10:20.365000
1-1,1-1_frame_0609_face0.jpg,0.0889,0.4667,0.0000,0,3,1900-01-01 10:10:21.368000
1-1,1-1_frame_0615_face0.jpg,0.0889,0.4667,0.0000,0,3,1900-01-01 10:10:22.365000
1-1,1-1_frame_0621_face0.jpg,0.0778,0.4000,0.0000,0,3,1900-01-01 10:10:23.367000
1-1,1-1_frame_0627_face0.jpg,0.0778,0.4000,0.0000,0,3,1900-01-01 10:10:24.365000
1-1,1-1_frame_0633_face0.jpg,0.1000,0.4667,0.0000,0,3,1900-01-01 10:10:25.399000
1-1,1-1_frame_0639_face0.jpg,0.1111,0.5333,0.0000,0,3,1900-01-01 10:10:26.399000
1-1,1-1_frame_0645_face0.jpg,0.0889,0.4000,0.0000,0,3,1900-01-01 10:10:27.399000
1-1,1-1_frame_0651_face0.jpg,0.0889,0.4000,0.0000,0,3,1900-01-01 10:10:28.399000
1-1,1-1_frame_0657_face0.jpg,0.0889,0.4000,0.0000,0,3,1900-01-01 10:10:29.399000
1-1,1-1_frame_0663_face0.jpg,0.0889,0.4000,0.0000,0,3,1900-01-01 10:10:30.400000
1-1,1-1_frame_0669_face0.jpg,0.0778,0.3333,0.0000,0,3,1900-01-01 10:10:31.400000
1-1,1-1_frame_0675_face0.jpg,0.0667,0.2667,0.0000,0,3,1900-01-01 10:10:32.399000
1-1,1-1_frame_0681_face0.jpg,0.0778,0.3333,0.0000,0,3,1900-01-01 10:10:33.401000
1-1,1-1_frame_0687_face0.jpg,0.0889,0.3333,0.0000,0,3,1900-01-01 10:10:34.399000
1-1,1-1_frame_0693_face0.jpg,0.0667,0.3333,0.0000,0,3,1900-01-01 10:10:35.399000
1-1,1-1_frame_0699_face0.jpg,0.0667,0.3333,0.0000,0,3,1900-01-01 10:10:36.399000
1-1,1-1_frame_0705_face0.jpg,0.0667,0.3333,0.0000,0,3,1900-01-01 10:10:37.401000
1-1,1-1_frame_0711_face0.jpg,0.0667,0.3333,0.0000,0,3,1900-01-01 10:10:38.399000
1-1,1-1_frame_0717_face0.jpg,0.0667,0.3333,0.0000,0,3,1900-01-01 10:10:39.401000
1-1,1-1_frame_0723_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:10:40.399000
1-1,1-1_frame_0729_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:41.399000
1-1,1-1_frame_0735_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:42.432000
1-1,1-1_frame_0741_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:43.434000
1-1,1-1_frame_0747_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:44.433000
1-1,1-1_frame_0753_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:10:45.433000
1-1,1-1_frame_0759_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:10:46.434000
1-1,1-1_frame_0765_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:10:47.434000
1-1,1-1_frame_0771_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:10:48.433000
1-1,1-1_frame_0777_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:49.435000
1-1,1-1_frame_0783_face0.jpg,0.0222,0.1333,0.0000,0,3,1900-01-01 10:10:50.434000
1-1,1-1_frame_0789_face0.jpg,0.0222,0.1333,0.0000,0,3,1900-01-01 10:10:51.435000
1-1,1-1_frame_0795_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:52.434000
1-1,1-1_frame_0801_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:53.433000
1-1,1-1_frame_0807_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:54.435000
1-1,1-1_frame_0813_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:55.433000
1-1,1-1_frame_0819_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:56.432000
1-1,1-1_frame_0825_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:57.433000
1-1,1-1_frame_0831_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:10:58.432000
1-1,1-1_frame_0837_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:10:59.434000
1-1,1-1_frame_0843_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:00.433000
1-1,1-1_frame_0849_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:01.433000
1-1,1-1_frame_0855_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:02.433000
1-1,1-1_frame_0861_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:03.433000
1-1,1-1_frame_0867_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:04.434000
1-1,1-1_frame_0873_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:05.432000
1-1,1-1_frame_0879_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:11:06.434000
1-1,1-1_frame_0885_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:07.466000
1-1,1-1_frame_0891_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:08.466000
1-1,1-1_frame_0897_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:09.467000
1-1,1-1_frame_0903_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:10.466000
1-1,1-1_frame_0909_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:11.467000
1-1,1-1_frame_0915_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:12.466000
1-1,1-1_frame_0921_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:13.466000
1-1,1-1_frame_0927_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:14.466000
1-1,1-1_frame_0933_face0.jpg,0.0556,0.2667,0.0000,0,3,1900-01-01 10:11:15.466000
1-1,1-1_frame_0939_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:16.466000
1-1,1-1_frame_0945_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:17.466000
1-1,1-1_frame_0951_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:18.466000
1-1,1-1_frame_0957_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:19.466000
1-1,1-1_frame_0963_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:20.466000
1-1,1-1_frame_0969_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:21.466000
1-1,1-1_frame_0975_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:22.468000
1-1,1-1_frame_0981_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:23.466000
1-1,1-1_frame_0987_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:24.466000
1-1,1-1_frame_0993_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:25.467000
1-1,1-1_frame_0999_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:26.467000
1-1,1-1_frame_1005_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:27.466000
1-1,1-1_frame_1011_face0.jpg,0.0556,0.2667,0.0000,0,3,1900-01-01 10:11:28.467000
1-1,1-1_frame_1017_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:29.466000
1-1,1-1_frame_1023_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:30.501000
1-1,1-1_frame_1029_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:31.501000
1-1,1-1_frame_1035_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:32.766000
1-1,1-1_frame_1041_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:33.800000
1-1,1-1_frame_1047_face0.jpg,0.0556,0.2667,0.0000,0,3,1900-01-01 10:11:34.801000
1-1,1-1_frame_1053_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:35.801000
1-1,1-1_frame_1059_face0.jpg,0.0444,0.2000,0.0000,0,3,1900-01-01 10:11:36.800000
1-1,1-1_frame_1065_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:37.801000
1-1,1-1_frame_1071_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:38.801000
1-1,1-1_frame_1077_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:39.801000
1-1,1-1_frame_1083_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:40.802000
1-1,1-1_frame_1089_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:41.801000
1-1,1-1_frame_1095_face0.jpg,0.0444,0.2000,0.0000,0,3,1900-01-01 10:11:42.801000
1-1,1-1_frame_1101_face0.jpg,0.0333,0.1333,0.0000,0,3,1900-01-01 10:11:43.800000
1-1,1-1_frame_1107_face0.jpg,0.0222,0.1333,0.0000,0,3,1900-01-01 10:11:44.800000
1-1,1-1_frame_1113_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:45.800000
1-1,1-1_frame_1119_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:46.801000
1-1,1-1_frame_1125_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:47.802000
1-1,1-1_frame_1131_face0.jpg,0.0222,0.1333,0.0000,0,3,1900-01-01 10:11:48.800000
1-1,1-1_frame_1137_face0.jpg,0.0222,0.1333,0.0000,0,3,1900-01-01 10:11:49.800000
1-1,1-1_frame_1143_face0.jpg,0.0222,0.1333,0.0000,0,3,1900-01-01 10:11:50.801000
1-1,1-1_frame_1149_face0.jpg,0.0222,0.0667,0.0000,0,3,1900-01-01 10:11:51.800000
1-1,1-1_frame_1155_face0.jpg,0.0222,0.1333,0.0000,0,3,1900-01-01 10:11:52.801000
1-1,1-1_frame_1161_face0.jpg,0.0222,0.1333,0.0000,0,3,1900-01-01 10:11:53.801000
1-1,1-1_frame_1167_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:54.801000
1-1,1-1_frame_1173_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:11:55.801000
1-1,1-1_frame_1179_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:56.800000
1-1,1-1_frame_1185_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:58.192000
1-1,1-1_frame_1191_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:11:59.193000
1-1,1-1_frame_1197_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:12:00.193000
1-1,1-1_frame_1203_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:01.193000
1-1,1-1_frame_1209_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:02.192000
1-1,1-1_frame_1215_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:03.192000
1-1,1-1_frame_1221_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:04.192000
1-1,1-1_frame_1227_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:05.197000
1-1,1-1_frame_1233_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:06.192000
1-1,1-1_frame_1239_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:07.192000
1-1,1-1_frame_1245_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:08.193000
1-1,1-1_frame_1251_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:09.192000
1-1,1-1_frame_1257_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:10.192000
1-1,1-1_frame_1263_face0.jpg,0.0222,0.0667,0.0000,0,3,1900-01-01 10:12:11.193000
1-1,1-1_frame_1269_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:12.193000
1-1,1-1_frame_1275_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:13.193000
1-1,1-1_frame_1281_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:14.193000
1-1,1-1_frame_1287_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:15.192000
1-1,1-1_frame_1293_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:16.192000
1-1,1-1_frame_1299_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:17.425000
1-1,1-1_frame_1305_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:12:18.425000
1-1,1-1_frame_1311_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:12:19.425000
1-1,1-1_frame_1317_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:12:20.425000
1-1,1-1_frame_1323_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:12:21.425000
1-1,1-1_frame_1329_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:12:22.801000
1-1,1-1_frame_1335_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:12:23.802000
1-1,1-1_frame_1341_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:12:24.801000
1-1,1-1_frame_1347_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:12:25.802000
1-1,1-1_frame_1353_face0.jpg,0.0556,0.3333,0.0000,0,3,1900-01-01 10:12:26.801000
1-1,1-1_frame_1359_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:27.801000
1-1,1-1_frame_1365_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:28.801000
1-1,1-1_frame_1371_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:29.801000
1-1,1-1_frame_1377_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:30.802000
1-1,1-1_frame_1383_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:31.801000
1-1,1-1_frame_1389_face0.jpg,0.0444,0.2000,0.0000,0,3,1900-01-01 10:12:32.801000
1-1,1-1_frame_1395_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:33.802000
1-1,1-1_frame_1401_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:34.801000
1-1,1-1_frame_1407_face0.jpg,0.0222,0.1333,0.0000,0,3,1900-01-01 10:12:35.801000
1-1,1-1_frame_1413_face0.jpg,0.0222,0.1333,0.0000,0,3,1900-01-01 10:12:36.801000
1-1,1-1_frame_1419_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:37.802000
1-1,1-1_frame_1425_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:38.802000
1-1,1-1_frame_1431_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:39.802000
1-1,1-1_frame_1437_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:40.802000
1-1,1-1_frame_1443_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:41.801000
1-1,1-1_frame_1449_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:42.802000
1-1,1-1_frame_1455_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:43.801000
1-1,1-1_frame_1461_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:44.801000
1-1,1-1_frame_1467_face0.jpg,0.0333,0.1333,0.0000,0,3,1900-01-01 10:12:45.801000
1-1,1-1_frame_1473_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:46.801000
1-1,1-1_frame_1479_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:47.834000
1-1,1-1_frame_1485_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:48.834000
1-1,1-1_frame_1491_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:49.834000
1-1,1-1_frame_1497_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:50.834000
1-1,1-1_frame_1503_face0.jpg,0.0444,0.2667,0.0000,0,3,1900-01-01 10:12:51.834000
1-1,1-1_frame_1509_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:52.834000
1-1,1-1_frame_1515_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:53.834000
1-1,1-1_frame_1521_face0.jpg,0.0222,0.1333,0.0000,0,3,1900-01-01 10:12:54.836000
1-1,1-1_frame_1527_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:55.836000
