Video,Frame,PERCLOS,BlinkRate,YawnRate,KSS,Timestamp
1-1,1-1_frame_1140.jpg,-0.6398050853525944,-0.7291001803913941,-0.17196705283325484,3,10:11:50:300
1-1,1-1_frame_1200.jpg,-0.711434779776536,-0.8539396550059986,-0.17196705283325484,3,10:12:00:692
1-1,1-1_frame_1260.jpg,-0.6756199325645653,-0.7915199176986963,-0.17196705283325484,3,10:12:10:692
1-1,1-1_frame_1320.jpg,-0.711434779776536,-0.8539396550059986,-0.17196705283325484,3,10:12:20:926
1-1,1-1_frame_1380.jpg,-0.711434779776536,-0.8539396550059986,-0.17196705283325484,3,10:12:31:301
1-1,1-1_frame_1440.jpg,-0.6756199325645653,-0.7915199176986963,-0.17196705283325484,3,10:12:41:301
1-1,1-1_frame_1500.jpg,-0.6756199325645653,-0.7915199176986963,-0.17196705283325484,3,10:12:51:335
1-1,1-1_frame_1560.jpg,-0.5694544926147946,-0.6042607057767897,-0.17196705283325484,3,10:13:01:335
1-1,1-1_frame_1620.jpg,-0.49782479819085296,-0.5418409684694875,-0.17196705283325484,3,10:13:11:335
1-1,1-1_frame_1680.jpg,-0.46200995097888203,-0.4794212311621853,-0.17196705283325484,3,10:13:21:635
1-1,1-1_frame_1740.jpg,-0.28549391829131154,-0.16732254462567428,-0.17196705283325484,3,10:13:31:704
1-1,1-1_frame_1800.jpg,-0.28549391829131154,-0.16732254462567428,-0.17196705283325484,3,10:13:41:704
1-1,1-1_frame_1860.jpg,-0.3200296638171406,-0.2297422819329765,-0.17196705283325484,3,10:13:51:737
1-1,1-1_frame_1920.jpg,-0.3916593582410822,-0.3545817565475809,-0.17196705283325484,3,10:14:01:737
1-1,1-1_frame_1980.jpg,-0.49782479819085296,-0.4794212311621853,-0.17196705283325484,3,10:14:11:902
1-1,1-1_frame_2040.jpg,-0.49782479819085296,-0.4794212311621853,-0.17196705283325484,3,10:14:21:936
1-1,1-1_frame_2100.jpg,-0.6052693398267653,-0.6666804430840919,-0.17196705283325484,3,10:14:31:937
1-1,1-1_frame_2160.jpg,-0.6756199325645653,-0.7915199176986963,-0.17196705283325484,3,10:14:42:236
1-1,1-1_frame_2220.jpg,-0.711434779776536,-0.8539396550059986,-0.17196705283325484,3,10:14:52:236
1-1,1-1_frame_2280.jpg,-0.711434779776536,-0.8539396550059986,-0.17196705283325484,3,10:15:02:362
1-1,1-1_frame_2340.jpg,-0.6398050853525944,-0.7291001803913941,-0.17196705283325484,3,10:15:12:369
1-1,1-1_frame_2400.jpg,-0.6052693398267653,-0.6666804430840919,-0.17196705283325484,3,10:15:22:537
1-1,1-1_frame_2460.jpg,-0.6756199325645653,-0.7915199176986963,-0.17196705283325484,3,10:15:32:537
1-1,1-1_frame_2520.jpg,-0.6398050853525944,-0.7291001803913941,-0.17196705283325484,3,10:15:42:604
1-1,1-1_frame_2580.jpg,-0.5336396454028237,-0.5418409684694875,-0.17196705283325484,3,10:15:52:804
1-1,1-1_frame_2640.jpg,-0.5694544926147946,-0.6042607057767897,-0.17196705283325484,3,10:16:02:839
1-1,1-1_frame_2700.jpg,-0.6052693398267653,-0.6666804430840919,-0.17196705283325484,3,10:16:12:838
1-1,1-1_frame_2760.jpg,-0.6756199325645653,-0.7915199176986963,-0.17196705283325484,3,10:16:23:207
1-1,1-1_frame_2820.jpg,-0.6052693398267653,-0.6666804430840919,-0.17196705283325484,3,10:16:33:204
1-1,1-1_frame_2880.jpg,-0.5694544926147946,-0.6042607057767897,-0.17196705283325484,3,10:16:43:264
1-1,1-1_frame_2940.jpg,-0.6398050853525944,-0.7291001803913941,-0.17196705283325484,3,10:16:53:264
1-1,1-1_frame_3000.jpg,-0.6052693398267653,-0.6666804430840919,-0.17196705283325484,3,10:17:03:264
1-1,1-1_frame_3060.jpg,-0.5694544926147946,-0.6042607057767897,-0.17196705283325484,3,10:17:13:406
1-1,1-1_frame_3120.jpg,-0.5694544926147946,-0.6042607057767897,-0.17196705283325484,3,10:17:23:406
1-1,1-1_frame_3180.jpg,-0.6398050853525944,-0.7291001803913941,-0.17196705283325484,3,10:17:33:407
1-1,1-1_frame_3240.jpg,-0.711434779776536,-0.8539396550059986,-0.17196705283325484,3,10:17:43:405
1-1,1-1_frame_3300.jpg,-0.7472496269885068,-0.9163593923133008,-0.17196705283325484,3,10:17:53:408
1-1,1-1_frame_3360.jpg,-0.7817853725143359,-0.978779129620603,-0.17196705283325484,3,10:18:03:741
1-2,1-2_frame_0180.jpg,-0.7472496269885068,-0.9163593923133008,-0.17196705283325484,6,03:34:30:094
1-2,1-2_frame_0240.jpg,-0.7472496269885068,-0.9163593923133008,-0.17196705283325484,6,03:34:42:334
1-2,1-2_frame_0300.jpg,-0.711434779776536,-0.8539396550059986,-0.17196705283325484,6,03:35:02:402
1-2,1-2_frame_0360.jpg,-0.6398050853525944,-0.7291001803913941,-0.17196705283325484,6,03:35:22:605
1-2,1-2_frame_0420.jpg,-0.5694544926147946,-0.6042607057767897,-0.17196705283325484,6,03:35:42:675
1-2,1-2_frame_0480.jpg,-0.42747420545305304,-0.3545817565475809,-0.17196705283325484,6,03:36:02:868
1-2,1-2_frame_0540.jpg,-0.46200995097888203,-0.4170014938548831,-0.17196705283325484,6,03:36:22:943
1-2,1-2_frame_0600.jpg,-0.3200296638171406,-0.2297422819329765,-0.17196705283325484,6,03:36:42:940
1-2,1-2_frame_0660.jpg,-0.2138642238673699,-0.10490280731837208,-0.17196705283325484,6,03:37:03:139
1-2,1-2_frame_0720.jpg,-0.036069089493657634,0.20719587921813895,-0.17196705283325484,6,03:37:23:271
1-2,1-2_frame_0780.jpg,-0.1076987839175993,0.08235640460353455,-0.17196705283325484,6,03:37:43:665
1-2,1-2_frame_0840.jpg,-0.2496790710793408,-0.16732254462567428,-0.17196705283325484,6,03:38:03:868
1-2,1-2_frame_0900.jpg,-0.14223452944342832,-0.04248307001106987,-0.17196705283325484,6,03:38:24:065
1-2,1-2_frame_0960.jpg,-0.14223452944342832,0.01993666729623234,-0.17196705283325484,6,03:38:44:139
1-2,1-2_frame_1020.jpg,-0.1076987839175993,0.14477614191083676,-0.17196705283325484,6,03:39:04:132
1-2,1-2_frame_1080.jpg,-0.1780493766553991,0.01993666729623234,-0.17196705283325484,6,03:39:24:334
1-2,1-2_frame_1140.jpg,-0.14223452944342832,0.08235640460353455,-0.17196705283325484,6,03:39:44:543
1-2,1-2_frame_1200.jpg,-0.036069089493657634,0.2696156165254412,-0.17196705283325484,6,03:40:04:743
1-2,1-2_frame_1260.jpg,-0.00025424228168684975,0.33203535383274335,-0.17196705283325484,6,03:40:25:075
1-2,1-2_frame_1320.jpg,0.03428150324414226,0.39445509114004557,-0.17196705283325484,6,03:40:45:415
1-2,1-2_frame_1380.jpg,0.03428150324414226,0.33203535383274335,-0.17196705283325484,6,03:41:05:477
1-2,1-2_frame_1440.jpg,-0.1076987839175993,0.01993666729623234,-0.17196705283325484,6,03:41:25:804
1-2,1-2_frame_1500.jpg,-0.1076987839175993,0.01993666729623234,-0.17196705283325484,6,03:41:45:869
1-2,1-2_frame_1560.jpg,-0.07188393670562843,0.14477614191083676,-0.17196705283325484,6,03:42:06:204
1-2,1-2_frame_1620.jpg,0.07009635045611305,0.4568748284473478,-0.17196705283325484,6,03:42:26:407
1-2,1-2_frame_1680.jpg,0.03428150324414226,0.39445509114004557,-0.17196705283325484,6,03:42:46:547
1-3,1-3_frame_0180.jpg,-0.2496790710793408,-0.10490280731837208,-0.17196705283325484,7,12:04:58:799
1-3,1-3_frame_0240.jpg,-0.2138642238673699,-0.04248307001106987,-0.17196705283325484,7,12:05:18:800
1-3,1-3_frame_0300.jpg,-0.2496790710793408,-0.10490280731837208,-0.17196705283325484,7,12:05:38:800
1-3,1-3_frame_0360.jpg,-0.2138642238673699,-0.04248307001106987,-0.17196705283325484,7,12:05:58:800
1-3,1-3_frame_0420.jpg,-0.35584451102911147,-0.2921620192402787,-0.17196705283325484,7,12:06:18:801
1-3,1-3_frame_0480.jpg,-0.42747420545305304,-0.3545817565475809,-0.17196705283325484,7,12:06:38:801
1-3,1-3_frame_0540.jpg,-0.5336396454028237,-0.5418409684694875,-0.17196705283325484,7,12:06:58:801
1-3,1-3_frame_0600.jpg,-0.46200995097888203,-0.4170014938548831,-0.17196705283325484,7,12:07:18:935
1-3,1-3_frame_0660.jpg,-0.46200995097888203,-0.4170014938548831,-0.17196705283325484,7,12:07:38:937
1-3,1-3_frame_0720.jpg,-0.42747420545305304,-0.3545817565475809,-0.17196705283325484,7,12:07:59:402
1-3,1-3_frame_0780.jpg,-0.5336396454028237,-0.5418409684694875,-0.17196705283325484,7,12:08:25:737
1-3,1-3_frame_0840.jpg,-0.5336396454028237,-0.5418409684694875,-0.17196705283325484,7,12:08:45:869
1-3,1-3_frame_0900.jpg,-0.46200995097888203,-0.4170014938548831,-0.17196705283325484,7,12:09:05:941
1-3,1-3_frame_0960.jpg,-0.5336396454028237,-0.5418409684694875,-0.17196705283325484,7,12:09:26:136
1-3,1-3_frame_1020.jpg,-0.5336396454028237,-0.5418409684694875,-0.17196705283325484,7,12:09:46:207
1-3,1-3_frame_1080.jpg,-0.5694544926147946,-0.6042607057767897,-0.17196705283325484,7,12:10:06:206
1-3,1-3_frame_1140.jpg,-0.5336396454028237,-0.5418409684694875,-0.17196705283325484,7,12:10:26:542
1-3,1-3_frame_1200.jpg,-0.46200995097888203,-0.4794212311621853,-0.17196705283325484,7,12:10:47:006
1-3,1-3_frame_1260.jpg,-0.3916593582410822,-0.3545817565475809,-0.17196705283325484,7,12:11:07:072
1-3,1-3_frame_1320.jpg,-0.28549391829131154,-0.2297422819329765,-0.17196705283325484,7,12:11:27:075
1-3,1-3_frame_1380.jpg,-0.2496790710793408,-0.16732254462567428,-0.17196705283325484,7,12:11:47:075
1-3,1-3_frame_1440.jpg,-0.2496790710793408,-0.16732254462567428,-0.17196705283325484,7,12:12:07:209
1-3,1-3_frame_1500.jpg,-0.2138642238673699,-0.10490280731837208,-0.17196705283325484,7,12:12:27:278
1-3,1-3_frame_1560.jpg,-0.35584451102911147,-0.2921620192402787,-0.17196705283325484,7,12:12:47:274
10-1,10-1_frame_0180.jpg,0.1775408920920256,0.51929456575465,-0.17196705283325484,3,10:40:34:434
10-1,10-1_frame_0240.jpg,0.03428150324414226,0.33203535383274335,-0.17196705283325484,3,10:40:44:732
10-1,10-1_frame_0300.jpg,0.10591119766808384,0.4568748284473478,-0.17196705283325484,3,10:40:54:734
10-1,10-1_frame_0360.jpg,0.14172604488005464,0.51929456575465,-0.17196705283325484,3,10:41:04:734
10-1,10-1_frame_0420.jpg,0.03428150324414226,0.33203535383274335,-0.17196705283325484,3,10:41:14:733
10-1,10-1_frame_0480.jpg,-0.07188393670562843,0.08235640460353455,-0.17196705283325484,3,10:41:24:899
10-1,10-1_frame_0540.jpg,-0.28549391829131154,-0.10490280731837208,-0.17196705283325484,3,10:41:34:899
10-1,10-1_frame_0600.jpg,-0.2496790710793408,-0.04248307001106987,-0.17196705283325484,3,10:41:44:967
10-1,10-1_frame_0660.jpg,-0.2138642238673699,0.01993666729623234,-0.17196705283325484,3,10:41:55:168
10-1,10-1_frame_0720.jpg,-0.1780493766553991,0.08235640460353455,-0.17196705283325484,3,10:42:05:166
10-1,10-1_frame_0780.jpg,-0.2138642238673699,0.01993666729623234,-0.17196705283325484,3,10:42:15:299
10-1,10-1_frame_0840.jpg,-0.07188393670562843,0.2696156165254412,-0.17196705283325484,3,10:42:25:300
10-1,10-1_frame_0900.jpg,-0.036069089493657634,0.2696156165254412,-0.17196705283325484,3,10:42:35:300
10-1,10-1_frame_0960.jpg,0.07009635045611305,0.39445509114004557,-0.17196705283325484,3,10:42:45:335
10-1,10-1_frame_1020.jpg,0.03428150324414226,0.39445509114004557,-0.17196705283325484,3,10:42:55:335
10-1,10-1_frame_1080.jpg,0.03428150324414226,0.39445509114004557,-0.17196705283325484,3,10:43:05:368
10-1,10-1_frame_1140.jpg,0.14172604488005464,0.5817143030619523,-0.17196705283325484,3,10:43:15:367
10-1,10-1_frame_1200.jpg,0.10591119766808384,0.51929456575465,-0.17196705283325484,3,10:43:25:368
10-1,10-1_frame_1260.jpg,0.14172604488005464,0.6441340403692544,-0.17196705283325484,3,10:43:35:401
10-1,10-1_frame_1320.jpg,0.14172604488005464,0.6441340403692544,-0.17196705283325484,3,10:43:45:468
10-1,10-1_frame_1380.jpg,0.07009635045611305,0.51929456575465,-0.17196705283325484,3,10:43:55:534
10-1,10-1_frame_1440.jpg,-0.00025424228168684975,0.39445509114004557,-0.17196705283325484,3,10:44:05:534
10-1,10-1_frame_1500.jpg,-0.00025424228168684975,0.39445509114004557,-0.17196705283325484,3,10:44:15:534
10-1,10-1_frame_1560.jpg,-0.1076987839175993,0.20719587921813895,-0.17196705283325484,3,10:44:25:902
10-1,10-1_frame_1620.jpg,-0.28549391829131154,-0.10490280731837208,-0.17196705283325484,3,10:44:35:902
10-1,10-1_frame_1680.jpg,-0.3916593582410822,-0.2921620192402787,-0.17196705283325484,3,10:44:46:269
10-1,10-1_frame_1740.jpg,-0.35584451102911147,-0.2297422819329765,-0.17196705283325484,3,10:44:56:302
10-1,10-1_frame_1800.jpg,-0.2496790710793408,-0.04248307001106987,-0.17196705283325484,3,10:45:06:335
10-1,10-1_frame_1860.jpg,-0.2496790710793408,-0.04248307001106987,-0.17196705283325484,3,10:45:16:336
10-1,10-1_frame_1920.jpg,-0.1076987839175993,0.14477614191083676,-0.17196705283325484,3,10:45:26:337
10-1,10-1_frame_1980.jpg,-0.036069089493657634,0.2696156165254412,-0.17196705283325484,3,10:45:36:337
10-1,10-1_frame_2040.jpg,-0.036069089493657634,0.2696156165254412,-0.17196705283325484,3,10:45:46:335
10-1,10-1_frame_2100.jpg,-0.036069089493657634,0.2696156165254412,-0.17196705283325484,3,10:45:56:336
10-1,10-1_frame_2160.jpg,-0.00025424228168684975,0.2696156165254412,-0.17196705283325484,3,10:46:06:338
10-1,10-1_frame_2220.jpg,-0.07188393670562843,0.14477614191083676,-0.17196705283325484,3,10:46:16:338
10-1,10-1_frame_2280.jpg,-0.07188393670562843,0.14477614191083676,-0.17196705283325484,3,10:46:26:339
10-1,10-1_frame_2340.jpg,-0.07188393670562843,0.14477614191083676,-0.17196705283325484,3,10:46:36:339
10-1,10-1_frame_2400.jpg,-0.036069089493657634,0.20719587921813895,-0.17196705283325484,3,10:46:47:071
10-1,10-1_frame_2460.jpg,-0.036069089493657634,0.20719587921813895,-0.17196705283325484,3,10:46:57:070
10-1,10-1_frame_2520.jpg,-0.1076987839175993,0.14477614191083676,-0.17196705283325484,3,10:47:07:104
10-1,10-1_frame_2580.jpg,-0.14223452944342832,0.08235640460353455,-0.17196705283325484,3,10:47:17:737
10-1,10-1_frame_2640.jpg,-0.07188393670562843,0.20719587921813895,-0.17196705283325484,3,10:47:27:738
10-1,10-1_frame_2700.jpg,-0.00025424228168684975,0.2696156165254412,-0.17196705283325484,3,10:47:37:738
10-1,10-1_frame_2760.jpg,0.03428150324414226,0.33203535383274335,-0.17196705283325484,3,10:47:47:739
10-1,10-1_frame_2820.jpg,0.07009635045611305,0.39445509114004557,-0.17196705283325484,3,10:47:58:038
10-1,10-1_frame_2880.jpg,0.03428150324414226,0.33203535383274335,-0.17196705283325484,3,10:48:08:039
10-1,10-1_frame_2940.jpg,0.03428150324414226,0.33203535383274335,-0.17196705283325484,3,10:48:18:039
10-1,10-1_frame_3000.jpg,-0.07188393670562843,0.20719587921813895,-0.17196705283325484,3,10:48:28:306
10-1,10-1_frame_3060.jpg,-0.14223452944342832,0.14477614191083676,-0.17196705283325484,3,10:48:38:307
10-1,10-1_frame_3120.jpg,-0.14223452944342832,0.14477614191083676,-0.17196705283325484,3,10:48:48:572
10-1,10-1_frame_3180.jpg,-0.1780493766553991,0.08235640460353455,-0.17196705283325484,3,10:48:58:574
10-1,10-1_frame_3240.jpg,-0.1076987839175993,0.20719587921813895,-0.17196705283325484,3,10:49:08:607
10-1,10-1_frame_3300.jpg,-0.07188393670562843,0.2696156165254412,-0.17196705283325484,3,10:49:18:874
10-1,10-1_frame_3360.jpg,-0.1076987839175993,0.20719587921813895,-0.17196705283325484,3,10:49:28:873
10-3,10-3_frame_0180.jpg,-0.07188393670562843,0.2696156165254412,-0.17196705283325484,7,11:56:24:528
10-3,10-3_frame_0240.jpg,0.07009635045611305,0.51929456575465,-0.17196705283325484,7,11:56:34:528
10-3,10-3_frame_0300.jpg,-0.07188393670562843,0.2696156165254412,-0.17196705283325484,7,11:56:44:562
10-3,10-3_frame_0360.jpg,-0.1780493766553991,0.08235640460353455,-0.17196705283325484,7,11:56:54:897
10-3,10-3_frame_0420.jpg,-0.1780493766553991,0.01993666729623234,-0.17196705283325484,7,11:57:04:895
10-3,10-3_frame_0480.jpg,-0.2138642238673699,0.01993666729623234,-0.17196705283325484,7,11:57:14:929
10-3,10-3_frame_0540.jpg,-0.2138642238673699,0.01993666729623234,-0.17196705283325484,7,11:57:24:930
10-3,10-3_frame_0600.jpg,-0.1780493766553991,0.08235640460353455,-0.17196705283325484,7,11:57:34:931
10-3,10-3_frame_0660.jpg,-0.2496790710793408,-0.04248307001106987,-0.17196705283325484,7,11:57:44:964
10-3,10-3_frame_0720.jpg,-0.2138642238673699,0.01993666729623234,-0.17196705283325484,7,11:57:54:962
10-3,10-3_frame_0780.jpg,-0.1076987839175993,0.20719587921813895,-0.17196705283325484,7,11:58:04:997
10-3,10-3_frame_0840.jpg,-0.036069089493657634,0.33203535383274335,-0.17196705283325484,7,11:58:14:996
10-3,10-3_frame_0900.jpg,-0.036069089493657634,0.33203535383274335,-0.17196705283325484,7,11:58:24:996
10-3,10-3_frame_0960.jpg,-0.07188393670562843,0.14477614191083676,-0.17196705283325484,7,11:58:34:997
10-3,10-3_frame_1020.jpg,0.10591119766808384,0.4568748284473478,-0.17196705283325484,7,11:58:44:997
10-3,10-3_frame_1080.jpg,0.14172604488005464,0.51929456575465,-0.17196705283325484,7,11:58:55:230
10-3,10-3_frame_1140.jpg,-0.00025424228168684975,0.2696156165254412,-0.17196705283325484,7,11:59:05:231
10-3,10-3_frame_1200.jpg,0.07009635045611305,0.33203535383274335,-0.17196705283325484,7,11:59:15:230
10-3,10-3_frame_1260.jpg,0.03428150324414226,0.2696156165254412,-0.17196705283325484,7,11:59:25:564
10-3,10-3_frame_1320.jpg,0.03428150324414226,0.39445509114004557,-0.17196705283325484,7,11:59:35:564
10-3,10-3_frame_1380.jpg,-0.036069089493657634,0.2696156165254412,-0.17196705283325484,7,11:59:45:598
10-3,10-3_frame_1440.jpg,-0.00025424228168684975,0.33203535383274335,-0.17196705283325484,7,11:59:55:600
10-3,10-3_frame_1500.jpg,0.07009635045611305,0.4568748284473478,-0.17196705283325484,7,12:00:05:632
10-3,10-3_frame_1560.jpg,0.07009635045611305,0.51929456575465,-0.17196705283325484,7,12:00:15:666
10-3,10-3_frame_1620.jpg,0.03428150324414226,0.4568748284473478,-0.17196705283325484,7,12:00:25:664
10-3,10-3_frame_1680.jpg,0.03428150324414226,0.4568748284473478,-0.17196705283325484,7,12:00:35:699
10-3,10-3_frame_1740.jpg,0.10591119766808384,0.5817143030619523,-0.17196705283325484,7,12:00:45:701
10-3,10-3_frame_1800.jpg,0.03428150324414226,0.4568748284473478,-0.17196705283325484,7,12:00:55:733
10-3,10-3_frame_1860.jpg,0.03428150324414226,0.39445509114004557,-0.17196705283325484,7,12:01:05:734
10-3,10-3_frame_1920.jpg,-0.00025424228168684975,0.39445509114004557,-0.17196705283325484,7,12:01:15:734
10-3,10-3_frame_1980.jpg,-0.036069089493657634,0.33203535383274335,-0.17196705283325484,7,12:01:25:745
10-3,10-3_frame_2040.jpg,-0.00025424228168684975,0.39445509114004557,-0.17196705283325484,7,12:01:35:733
10-3,10-3_frame_2100.jpg,-0.036069089493657634,0.2696156165254412,-0.17196705283325484,7,12:01:45:734
10-3,10-3_frame_2160.jpg,0.10591119766808384,0.51929456575465,-0.17196705283325484,7,12:01:55:736
10-3,10-3_frame_2220.jpg,0.14172604488005464,0.5817143030619523,-0.17196705283325484,7,12:02:05:733
10-3,10-3_frame_2280.jpg,-0.00025424228168684975,0.33203535383274335,-0.17196705283325484,7,12:02:15:735
10-3,10-3_frame_2340.jpg,-0.00025424228168684975,0.33203535383274335,-0.17196705283325484,7,12:02:26:401
10-3,10-3_frame_2400.jpg,-0.07188393670562843,0.20719587921813895,-0.17196705283325484,7,12:02:36:401
10-3,10-3_frame_2460.jpg,-0.036069089493657634,0.2696156165254412,-0.17196705283325484,7,12:02:46:400
10-3,10-3_frame_2520.jpg,-0.1076987839175993,0.14477614191083676,-0.17196705283325484,7,12:02:56:436
10-3,10-3_frame_2580.jpg,-0.1076987839175993,0.14477614191083676,-0.17196705283325484,7,12:03:06:434
10-3,10-3_frame_2640.jpg,0.14172604488005464,0.5817143030619523,-0.17196705283325484,7,12:03:16:469
10-3,10-3_frame_2700.jpg,0.2837063320417963,0.831393252291161,-0.17196705283325484,7,12:03:26:468
10-3,10-3_frame_2760.jpg,0.2837063320417963,0.7689735149838588,-0.17196705283325484,7,12:03:36:469
10-3,10-3_frame_2820.jpg,0.2837063320417963,0.7689735149838588,-0.17196705283325484,7,12:03:46:504
10-3,10-3_frame_2880.jpg,0.354056924779596,0.8938129895984632,-0.17196705283325484,7,12:03:56:504
10-3,10-3_frame_2940.jpg,0.46150146641550854,1.08107220152037,-0.17196705283325484,7,12:04:06:504
10-3,10-3_frame_3000.jpg,0.42568661920353773,1.0186524642130677,-0.17196705283325484,7,12:04:16:504
10-3,10-3_frame_3060.jpg,0.354056924779596,0.8938129895984632,-0.17196705283325484,7,12:04:26:570
10-3,10-3_frame_3120.jpg,0.4973163136274793,1.2059116761349742,-0.17196705283325484,7,12:04:37:436
10-3,10-3_frame_3180.jpg,0.3898717719915668,1.08107220152037,-0.17196705283325484,7,12:04:47:437
10-3,10-3_frame_3240.jpg,0.42568661920353773,1.143491938827672,-0.17196705283325484,7,12:04:57:437
10-3,10-3_frame_3300.jpg,0.4973163136274793,1.2059116761349742,-0.17196705283325484,7,12:05:07:904
10-3,10-3_frame_3360.jpg,0.3898717719915668,1.0186524642130677,-0.17196705283325484,7,12:05:17:903
11-1,11-1_frame_0180.jpg,-0.2138642238673699,0.01993666729623234,-0.17196705283325484,4,10:09:29:052
11-1,11-1_frame_0240.jpg,-0.2496790710793408,-0.04248307001106987,-0.17196705283325484,4,10:09:39:051
11-1,11-1_frame_0300.jpg,-0.1780493766553991,0.08235640460353455,-0.17196705283325484,4,10:09:49:050
11-1,11-1_frame_0360.jpg,-0.2138642238673699,0.01993666729623234,-0.17196705283325484,4,10:09:59:051
11-1,11-1_frame_0420.jpg,-0.07188393670562843,0.20719587921813895,-0.17196705283325484,4,10:10:09:051
11-1,11-1_frame_0480.jpg,-0.036069089493657634,0.2696156165254412,-0.17196705283325484,4,10:10:19:085
11-1,11-1_frame_0540.jpg,-0.1076987839175993,0.20719587921813895,-0.17196705283325484,4,10:10:29:086
11-1,11-1_frame_0600.jpg,-0.036069089493657634,0.33203535383274335,-0.17196705283325484,4,10:10:39:119
11-1,11-1_frame_0660.jpg,-0.07188393670562843,0.2696156165254412,-0.17196705283325484,4,10:10:49:154
11-1,11-1_frame_0720.jpg,-0.1076987839175993,0.14477614191083676,-0.17196705283325484,4,10:10:59:152
11-1,11-1_frame_0780.jpg,-0.1780493766553991,0.08235640460353455,-0.17196705283325484,4,10:11:09:153
11-1,11-1_frame_0840.jpg,-0.28549391829131154,-0.10490280731837208,-0.17196705283325484,4,10:11:19:153
11-1,11-1_frame_0900.jpg,-0.28549391829131154,-0.10490280731837208,-0.17196705283325484,4,10:11:29:419
11-1,11-1_frame_0960.jpg,-0.3916593582410822,-0.2921620192402787,-0.17196705283325484,4,10:11:39:420
11-1,11-1_frame_1020.jpg,-0.42747420545305304,-0.3545817565475809,-0.17196705283325484,4,10:11:49:653
11-1,11-1_frame_1080.jpg,-0.3200296638171406,-0.16732254462567428,-0.17196705283325484,4,10:11:59:988
11-1,11-1_frame_1140.jpg,-0.35584451102911147,-0.2297422819329765,-0.17196705283325484,4,10:12:09:986
11-1,11-1_frame_1200.jpg,-0.3916593582410822,-0.2921620192402787,-0.17196705283325484,4,10:12:20:021
11-1,11-1_frame_1260.jpg,-0.49782479819085296,-0.4794212311621853,-0.17196705283325484,4,10:12:30:021
11-1,11-1_frame_1320.jpg,-0.5336396454028237,-0.5418409684694875,-0.17196705283325484,4,10:12:40:021
11-1,11-1_frame_1380.jpg,-0.5336396454028237,-0.6042607057767897,-0.17196705283325484,4,10:12:50:354
11-1,11-1_frame_1440.jpg,-0.6398050853525944,-0.7291001803913941,-0.17196705283325484,4,10:13:00:354
11-1,11-1_frame_1500.jpg,-0.6398050853525944,-0.7291001803913941,-0.17196705283325484,4,10:13:10:387
11-1,11-1_frame_1560.jpg,-0.42747420545305304,-0.3545817565475809,-0.17196705283325484,4,10:13:20:388
11-1,11-1_frame_1620.jpg,-0.28549391829131154,-0.10490280731837208,-0.17196705283325484,4,10:13:30:387
11-1,11-1_frame_1680.jpg,-0.00025424228168684975,0.20719587921813895,-0.17196705283325484,4,10:13:40:389
11-1,11-1_frame_1740.jpg,0.03428150324414226,0.2696156165254412,-0.17196705283325484,4,10:13:50:388
11-1,11-1_frame_1800.jpg,0.10591119766808384,0.39445509114004557,-0.17196705283325484,4,10:14:00:390
11-1,11-1_frame_1860.jpg,0.1775408920920256,0.51929456575465,-0.17196705283325484,4,10:14:10:390
11-1,11-1_frame_1920.jpg,-0.036069089493657634,0.14477614191083676,-0.17196705283325484,4,10:14:20:390
11-1,11-1_frame_1980.jpg,-0.14223452944342832,-0.04248307001106987,-0.17196705283325484,4,10:14:30:390
