Video,Frame,PERCLOS,BlinkRate,YawnRate,YawnCount,KSS,Timestamp
1-1,1-1_frame_0138_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:09:02.298000
1-1,1-1_frame_0144_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:09:03.297000
1-1,1-1_frame_0150_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:09:04.297000
1-1,1-1_frame_0156_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:09:05.298000
1-1,1-1_frame_0162_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:09:06.297000
1-1,1-1_frame_0168_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:09:07.298000
1-1,1-1_frame_0174_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:09:08.298000
1-1,1-1_frame_0180_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:09:09.298000
1-1,1-1_frame_0186_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:10.298000
1-1,1-1_frame_0192_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:11.297000
1-1,1-1_frame_0198_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:12.298000
1-1,1-1_frame_0204_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:09:13.299000
1-1,1-1_frame_0210_face0.jpg,0.1000,0.6000,0.0000,0,3,1900-01-01 10:09:14.299000
1-1,1-1_frame_0216_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:09:15.298000
1-1,1-1_frame_0222_face0.jpg,0.0833,0.4000,0.0000,0,3,1900-01-01 10:09:16.299000
1-1,1-1_frame_0228_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:17.298000
1-1,1-1_frame_0234_face0.jpg,0.0667,0.3000,0.0000,0,3,1900-01-01 10:09:18.298000
1-1,1-1_frame_0240_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:09:19.298000
1-1,1-1_frame_0246_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:09:20.298000
1-1,1-1_frame_0252_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:09:21.299000
1-1,1-1_frame_0258_face0.jpg,0.0500,0.2000,0.0000,0,3,1900-01-01 10:09:22.298000
1-1,1-1_frame_0264_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:09:23.298000
1-1,1-1_frame_0270_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:09:24.298000
1-1,1-1_frame_0276_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:09:25.298000
1-1,1-1_frame_0282_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:09:26.298000
1-1,1-1_frame_0288_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:09:27.298000
1-1,1-1_frame_0294_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:09:28.300000
1-1,1-1_frame_0300_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:29.301000
1-1,1-1_frame_0306_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:30.298000
1-1,1-1_frame_0312_face0.jpg,0.0667,0.3000,0.0000,0,3,1900-01-01 10:09:31.298000
1-1,1-1_frame_0318_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:32.299000
1-1,1-1_frame_0324_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:33.301000
1-1,1-1_frame_0330_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:34.298000
1-1,1-1_frame_0336_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:35.298000
1-1,1-1_frame_0342_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:09:36.299000
1-1,1-1_frame_0348_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:09:37.299000
1-1,1-1_frame_0354_face0.jpg,0.1000,0.5000,0.0000,0,3,1900-01-01 10:09:38.299000
1-1,1-1_frame_0360_face0.jpg,0.1000,0.6000,0.0000,0,3,1900-01-01 10:09:39.301000
1-1,1-1_frame_0366_face0.jpg,0.1167,0.7000,0.0000,0,3,1900-01-01 10:09:40.300000
1-1,1-1_frame_0372_face0.jpg,0.1167,0.7000,0.0000,0,3,1900-01-01 10:09:41.301000
1-1,1-1_frame_0378_face0.jpg,0.1000,0.6000,0.0000,0,3,1900-01-01 10:09:42.299000
1-1,1-1_frame_0384_face0.jpg,0.1167,0.7000,0.0000,0,3,1900-01-01 10:09:43.298000
1-1,1-1_frame_0390_face0.jpg,0.1167,0.7000,0.0000,0,3,1900-01-01 10:09:44.298000
1-1,1-1_frame_0396_face0.jpg,0.1000,0.6000,0.0000,0,3,1900-01-01 10:09:45.300000
1-1,1-1_frame_0402_face0.jpg,0.1000,0.5000,0.0000,0,3,1900-01-01 10:09:46.302000
1-1,1-1_frame_0408_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:09:47.298000
1-1,1-1_frame_0414_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:09:48.298000
1-1,1-1_frame_0420_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:49.298000
1-1,1-1_frame_0426_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:09:50.298000
1-1,1-1_frame_0432_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:09:51.298000
1-1,1-1_frame_0438_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:52.564000
1-1,1-1_frame_0444_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:53.564000
1-1,1-1_frame_0450_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:54.565000
1-1,1-1_frame_0456_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:09:55.566000
1-1,1-1_frame_0462_face0.jpg,0.0667,0.3000,0.0000,0,3,1900-01-01 10:09:56.566000
1-1,1-1_frame_0468_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:09:57.566000
1-1,1-1_frame_0474_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:09:58.566000
1-1,1-1_frame_0480_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:09:59.566000
1-1,1-1_frame_0486_face0.jpg,0.0833,0.4000,0.0000,0,3,1900-01-01 10:10:00.565000
1-1,1-1_frame_0492_face0.jpg,0.1000,0.5000,0.0000,0,3,1900-01-01 10:10:01.565000
1-1,1-1_frame_0498_face0.jpg,0.0833,0.4000,0.0000,0,3,1900-01-01 10:10:02.564000
1-1,1-1_frame_0504_face0.jpg,0.0667,0.3000,0.0000,0,3,1900-01-01 10:10:03.565000
1-1,1-1_frame_0510_face0.jpg,0.0667,0.3000,0.0000,0,3,1900-01-01 10:10:04.566000
1-1,1-1_frame_0516_face0.jpg,0.0833,0.4000,0.0000,0,3,1900-01-01 10:10:05.565000
1-1,1-1_frame_0522_face0.jpg,0.1000,0.5000,0.0000,0,3,1900-01-01 10:10:06.567000
1-1,1-1_frame_0528_face0.jpg,0.1167,0.6000,0.0000,0,3,1900-01-01 10:10:07.566000
1-1,1-1_frame_0534_face0.jpg,0.1167,0.6000,0.0000,0,3,1900-01-01 10:10:08.565000
1-1,1-1_frame_0540_face0.jpg,0.1000,0.5000,0.0000,0,3,1900-01-01 10:10:09.567000
1-1,1-1_frame_0546_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:10:10.565000
1-1,1-1_frame_0552_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:10:11.565000
1-1,1-1_frame_0558_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:10:12.834000
1-1,1-1_frame_0564_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:10:13.832000
1-1,1-1_frame_0570_face0.jpg,0.1000,0.6000,0.0000,0,3,1900-01-01 10:10:14.834000
1-1,1-1_frame_0576_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:10:15.832000
1-1,1-1_frame_0582_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:10:16.834000
1-1,1-1_frame_0588_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:10:17.867000
1-1,1-1_frame_0594_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:10:18.865000
1-1,1-1_frame_0600_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:10:19.867000
1-1,1-1_frame_0606_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:10:20.865000
1-1,1-1_frame_0612_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:10:21.866000
1-1,1-1_frame_0618_face0.jpg,0.1167,0.6000,0.0000,0,3,1900-01-01 10:10:22.868000
1-1,1-1_frame_0624_face0.jpg,0.1167,0.6000,0.0000,0,3,1900-01-01 10:10:23.866000
1-1,1-1_frame_0630_face0.jpg,0.0833,0.4000,0.0000,0,3,1900-01-01 10:10:24.900000
1-1,1-1_frame_0636_face0.jpg,0.0833,0.4000,0.0000,0,3,1900-01-01 10:10:25.900000
1-1,1-1_frame_0642_face0.jpg,0.0833,0.4000,0.0000,0,3,1900-01-01 10:10:26.901000
1-1,1-1_frame_0648_face0.jpg,0.1167,0.5000,0.0000,0,3,1900-01-01 10:10:27.901000
1-1,1-1_frame_0654_face0.jpg,0.1167,0.5000,0.0000,0,3,1900-01-01 10:10:28.899000
1-1,1-1_frame_0660_face0.jpg,0.1000,0.4000,0.0000,0,3,1900-01-01 10:10:29.899000
1-1,1-1_frame_0666_face0.jpg,0.1000,0.4000,0.0000,0,3,1900-01-01 10:10:30.900000
1-1,1-1_frame_0672_face0.jpg,0.1000,0.3000,0.0000,0,3,1900-01-01 10:10:31.898000
1-1,1-1_frame_0678_face0.jpg,0.0500,0.2000,0.0000,0,3,1900-01-01 10:10:32.900000
1-1,1-1_frame_0684_face0.jpg,0.0500,0.2000,0.0000,0,3,1900-01-01 10:10:33.901000
1-1,1-1_frame_0690_face0.jpg,0.0500,0.2000,0.0000,0,3,1900-01-01 10:10:34.901000
1-1,1-1_frame_0696_face0.jpg,0.0667,0.3000,0.0000,0,3,1900-01-01 10:10:35.901000
1-1,1-1_frame_0702_face0.jpg,0.0833,0.4000,0.0000,0,3,1900-01-01 10:10:36.902000
1-1,1-1_frame_0708_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:10:37.899000
1-1,1-1_frame_0714_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:10:38.901000
1-1,1-1_frame_0720_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:10:39.898000
1-1,1-1_frame_0726_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:10:40.902000
1-1,1-1_frame_0732_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:10:41.940000
1-1,1-1_frame_0738_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:10:42.932000
1-1,1-1_frame_0744_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:10:43.933000
1-1,1-1_frame_0750_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:10:44.933000
1-1,1-1_frame_0756_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:45.933000
1-1,1-1_frame_0762_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:10:46.934000
1-1,1-1_frame_0768_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:10:47.933000
1-1,1-1_frame_0774_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:48.933000
1-1,1-1_frame_0780_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:49.933000
1-1,1-1_frame_0786_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:50.932000
1-1,1-1_frame_0792_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:51.932000
1-1,1-1_frame_0798_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:52.932000
1-1,1-1_frame_0804_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:53.934000
1-1,1-1_frame_0810_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:10:54.932000
1-1,1-1_frame_0816_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:10:55.934000
1-1,1-1_frame_0822_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:10:56.932000
1-1,1-1_frame_0828_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:10:57.932000
1-1,1-1_frame_0834_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:10:58.932000
1-1,1-1_frame_0840_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:10:59.933000
1-1,1-1_frame_0846_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:00.932000
1-1,1-1_frame_0852_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:01.933000
1-1,1-1_frame_0858_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:02.932000
1-1,1-1_frame_0864_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:03.934000
1-1,1-1_frame_0870_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:04.933000
1-1,1-1_frame_0876_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:05.934000
1-1,1-1_frame_0882_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:11:06.966000
1-1,1-1_frame_0888_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:11:07.968000
1-1,1-1_frame_0894_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:11:08.966000
1-1,1-1_frame_0900_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:11:09.967000
1-1,1-1_frame_0906_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:11:10.966000
1-1,1-1_frame_0912_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:11:11.967000
1-1,1-1_frame_0918_face0.jpg,0.0667,0.3000,0.0000,0,3,1900-01-01 10:11:12.967000
1-1,1-1_frame_0924_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:13.966000
1-1,1-1_frame_0930_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:14.966000
1-1,1-1_frame_0936_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:15.966000
1-1,1-1_frame_0942_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:16.967000
1-1,1-1_frame_0948_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:17.966000
1-1,1-1_frame_0954_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:18.966000
1-1,1-1_frame_0960_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:19.966000
1-1,1-1_frame_0966_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:20.967000
1-1,1-1_frame_0972_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:21.971000
1-1,1-1_frame_0978_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:22.967000
1-1,1-1_frame_0984_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:23.966000
1-1,1-1_frame_0990_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:11:24.967000
1-1,1-1_frame_0996_face0.jpg,0.0667,0.3000,0.0000,0,3,1900-01-01 10:11:25.966000
1-1,1-1_frame_1002_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:26.966000
1-1,1-1_frame_1008_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:27.967000
1-1,1-1_frame_1014_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:28.966000
1-1,1-1_frame_1020_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:29.967000
1-1,1-1_frame_1026_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:31
1-1,1-1_frame_1032_face0.jpg,0.0667,0.3000,0.0000,0,3,1900-01-01 10:11:32.266000
1-1,1-1_frame_1038_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:33.300000
1-1,1-1_frame_1044_face0.jpg,0.0500,0.2000,0.0000,0,3,1900-01-01 10:11:34.300000
1-1,1-1_frame_1050_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:35.301000
1-1,1-1_frame_1056_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:36.300000
1-1,1-1_frame_1062_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:37.300000
1-1,1-1_frame_1068_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:38.303000
1-1,1-1_frame_1074_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:39.300000
1-1,1-1_frame_1080_face0.jpg,0.0667,0.3000,0.0000,0,3,1900-01-01 10:11:40.300000
1-1,1-1_frame_1086_face0.jpg,0.0500,0.2000,0.0000,0,3,1900-01-01 10:11:41.301000
1-1,1-1_frame_1092_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:42.302000
1-1,1-1_frame_1098_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:43.300000
1-1,1-1_frame_1104_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:44.302000
1-1,1-1_frame_1110_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:45.301000
1-1,1-1_frame_1116_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:11:46.299000
1-1,1-1_frame_1122_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:11:47.300000
1-1,1-1_frame_1128_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:48.300000
1-1,1-1_frame_1134_face0.jpg,0.0333,0.1000,0.0000,0,3,1900-01-01 10:11:49.300000
1-1,1-1_frame_1140_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:11:50.300000
1-1,1-1_frame_1146_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:11:51.301000
1-1,1-1_frame_1152_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:11:52.301000
1-1,1-1_frame_1158_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:11:53.301000
1-1,1-1_frame_1164_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:11:54.301000
1-1,1-1_frame_1170_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:55.300000
1-1,1-1_frame_1176_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:11:56.301000
1-1,1-1_frame_1182_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:57.692000
1-1,1-1_frame_1188_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:11:58.692000
1-1,1-1_frame_1194_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:11:59.691000
1-1,1-1_frame_1200_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:12:00.692000
1-1,1-1_frame_1206_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:12:01.692000
1-1,1-1_frame_1212_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:12:02.691000
1-1,1-1_frame_1218_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:12:03.692000
1-1,1-1_frame_1224_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:12:04.691000
1-1,1-1_frame_1230_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:12:05.692000
1-1,1-1_frame_1236_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:12:06.692000
1-1,1-1_frame_1242_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:07.691000
1-1,1-1_frame_1248_face0.jpg,0.0167,0.0000,0.0000,0,3,1900-01-01 10:12:08.691000
1-1,1-1_frame_1254_face0.jpg,0.0000,0.0000,0.0000,0,3,1900-01-01 10:12:09.691000
1-1,1-1_frame_1260_face0.jpg,0.0000,0.0000,0.0000,0,3,1900-01-01 10:12:10.692000
1-1,1-1_frame_1266_face0.jpg,0.0000,0.0000,0.0000,0,3,1900-01-01 10:12:11.692000
1-1,1-1_frame_1272_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:12:12.691000
1-1,1-1_frame_1278_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:12:13.691000
1-1,1-1_frame_1284_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:12:14.691000
1-1,1-1_frame_1290_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:12:15.692000
1-1,1-1_frame_1296_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:12:16.691000
1-1,1-1_frame_1302_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:12:17.926000
1-1,1-1_frame_1308_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:12:18.926000
1-1,1-1_frame_1314_face0.jpg,0.0667,0.4000,0.0000,0,3,1900-01-01 10:12:19.929000
1-1,1-1_frame_1320_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:12:20.926000
1-1,1-1_frame_1326_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:12:21.929000
1-1,1-1_frame_1332_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:12:23.301000
1-1,1-1_frame_1338_face0.jpg,0.0833,0.5000,0.0000,0,3,1900-01-01 10:12:24.301000
1-1,1-1_frame_1344_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:12:25.300000
1-1,1-1_frame_1350_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:12:26.301000
1-1,1-1_frame_1356_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:12:27.304000
1-1,1-1_frame_1362_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:28.300000
1-1,1-1_frame_1368_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:29.301000
1-1,1-1_frame_1374_face0.jpg,0.0333,0.1000,0.0000,0,3,1900-01-01 10:12:30.301000
1-1,1-1_frame_1380_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:31.301000
1-1,1-1_frame_1386_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:32.300000
1-1,1-1_frame_1392_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:12:33.301000
1-1,1-1_frame_1398_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:34.303000
1-1,1-1_frame_1404_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:35.301000
1-1,1-1_frame_1410_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:36.301000
1-1,1-1_frame_1416_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:37.301000
1-1,1-1_frame_1422_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:38.301000
1-1,1-1_frame_1428_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:39.301000
1-1,1-1_frame_1434_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:12:40.301000
1-1,1-1_frame_1440_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:41.301000
1-1,1-1_frame_1446_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:12:42.301000
1-1,1-1_frame_1452_face0.jpg,0.0500,0.2000,0.0000,0,3,1900-01-01 10:12:43.301000
1-1,1-1_frame_1458_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:44.301000
1-1,1-1_frame_1464_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:45.301000
1-1,1-1_frame_1470_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:46.301000
1-1,1-1_frame_1476_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:47.334000
1-1,1-1_frame_1482_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:48.334000
1-1,1-1_frame_1488_face0.jpg,0.0500,0.3000,0.0000,0,3,1900-01-01 10:12:49.336000
1-1,1-1_frame_1494_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:50.335000
1-1,1-1_frame_1500_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:51.335000
1-1,1-1_frame_1506_face0.jpg,0.0167,0.1000,0.0000,0,3,1900-01-01 10:12:52.335000
1-1,1-1_frame_1512_face0.jpg,0.0333,0.2000,0.0000,0,3,1900-01-01 10:12:53.336000
